date,station,precipitation
2012-06-26,Lac Redon,0
2012-06-27,Lac Redon,4
2012-06-28,Lac Redon,0
2012-06-29,Lac Redon,0
2012-06-30,Lac Redon,0.6
2012-07-01,Lac Redon,23.7
2012-07-02,Lac Redon,0
2012-07-03,Lac Redon,0
2012-07-04,Lac Redon,21.4
2012-07-05,Lac Redon,13.2
2012-07-06,Lac Redon,0
2012-07-07,Lac Redon,0
2012-07-08,Lac Redon,0
2012-07-09,Lac Redon,0
2012-07-10,Lac Redon,0
2012-07-11,Lac Redon,0
2012-07-12,Lac Redon,0
2012-07-13,Lac Redon,0
2012-07-14,Lac Redon,0
2012-07-15,Lac Redon,0
2012-07-16,Lac Redon,0
2012-07-17,Lac Redon,0
2012-07-18,Lac Redon,0
2012-07-19,Lac Redon,0
2012-07-20,Lac Redon,0
2012-07-21,Lac Redon,0
2012-07-22,Lac Redon,0
2012-07-23,Lac Redon,0
2012-07-24,Lac Redon,0
2012-07-25,Lac Redon,0.8
2012-07-26,Lac Redon,0
2012-07-27,Lac Redon,2.3
2012-07-28,Lac Redon,4.2
2012-07-29,Lac Redon,0
2012-07-30,Lac Redon,0
2012-07-31,Lac Redon,0
2012-08-01,Lac Redon,0
2012-08-02,Lac Redon,0
2012-08-03,Lac Redon,0
2012-08-04,Lac Redon,2.4
2012-08-05,Lac Redon,34
2012-08-06,Lac Redon,8.1
2012-08-07,Lac Redon,0
2012-08-08,Lac Redon,0
2012-08-09,Lac Redon,0
2012-08-10,Lac Redon,0
2012-08-11,Lac Redon,0
2012-08-12,Lac Redon,0
2012-08-13,Lac Redon,0
2012-08-14,Lac Redon,0
2012-08-15,Lac Redon,0
2012-08-16,Lac Redon,0
2012-08-17,Lac Redon,0
2012-08-18,Lac Redon,0
2012-08-19,Lac Redon,0
2012-08-20,Lac Redon,0
2012-08-21,Lac Redon,0
2012-08-22,Lac Redon,0
2012-08-23,Lac Redon,0
2012-08-24,Lac Redon,0
2012-08-25,Lac Redon,2
2012-08-26,Lac Redon,0
2012-08-27,Lac Redon,0
2012-08-28,Lac Redon,2.9
2012-08-29,Lac Redon,4.9
2012-08-30,Lac Redon,33.5
2012-08-31,Lac Redon,0
2012-09-01,Lac Redon,0
2012-09-02,Lac Redon,0
2012-09-03,Lac Redon,0
2012-09-04,Lac Redon,0
2012-09-05,Lac Redon,0
2012-09-06,Lac Redon,0
2012-09-07,Lac Redon,0
2012-09-08,Lac Redon,0.4
2012-09-09,Lac Redon,10.3
2012-09-10,Lac Redon,8.9
2012-09-11,Lac Redon,0
2012-09-12,Lac Redon,15.6
2012-09-13,Lac Redon,6.8
2012-09-14,Lac Redon,0
2012-09-15,Lac Redon,0
2012-09-16,Lac Redon,0
2012-09-17,Lac Redon,0
2012-09-18,Lac Redon,7
2012-09-19,Lac Redon,1.2
2012-09-20,Lac Redon,0
2012-09-21,Lac Redon,0
2012-09-22,Lac Redon,0
2012-09-23,Lac Redon,5
2012-09-24,Lac Redon,2.9
2012-09-25,Lac Redon,1.6
2012-09-26,Lac Redon,11.5
2012-09-27,Lac Redon,0
2012-09-28,Lac Redon,1.6
2012-09-29,Lac Redon,25.9
2012-09-30,Lac Redon,1.6
2012-10-01,Lac Redon,0
2012-10-02,Lac Redon,0
2012-10-03,Lac Redon,0
2012-10-04,Lac Redon,0
2012-10-05,Lac Redon,0
2012-10-06,Lac Redon,0
2012-10-07,Lac Redon,0
2012-10-08,Lac Redon,0
2012-10-09,Lac Redon,0
2012-10-10,Lac Redon,0.6
2012-10-11,Lac Redon,12.2
2012-10-12,Lac Redon,6.8
2012-10-13,Lac Redon,0
2012-10-14,Lac Redon,11.9
2012-10-15,Lac Redon,1.4
2012-10-16,Lac Redon,0
2012-10-17,Lac Redon,0
2012-10-18,Lac Redon,0.9
2012-10-19,Lac Redon,59.5
2012-10-20,Lac Redon,14.4
2012-10-21,Lac Redon,8.9
2012-10-22,Lac Redon,0.4
2012-10-23,Lac Redon,0
2012-10-24,Lac Redon,0
2012-10-25,Lac Redon,13.7
2012-10-26,Lac Redon,22.2
2012-10-27,Lac Redon,24.1
2012-10-28,Lac Redon,1.6
2012-10-29,Lac Redon,0
2012-10-30,Lac Redon,1.3
2012-10-31,Lac Redon,1
2012-11-01,Lac Redon,0
2012-11-02,Lac Redon,0.4
2012-11-03,Lac Redon,0
2012-11-04,Lac Redon,18.3
2012-11-05,Lac Redon,1.6
2012-11-06,Lac Redon,0.9
2012-11-07,Lac Redon,0
2012-11-08,Lac Redon,1.9
2012-11-09,Lac Redon,1.1
2012-11-10,Lac Redon,4.7
2012-11-11,Lac Redon,5.7
2012-11-12,Lac Redon,0
2012-11-13,Lac Redon,0
2012-11-14,Lac Redon,0
2012-11-15,Lac Redon,0
2012-11-16,Lac Redon,0
2012-11-17,Lac Redon,2.1
2012-11-18,Lac Redon,9.2
2012-11-19,Lac Redon,0
2012-11-20,Lac Redon,0
2012-11-21,Lac Redon,0
2012-11-22,Lac Redon,0.9
2012-11-23,Lac Redon,0
2012-11-24,Lac Redon,0
2012-11-25,Lac Redon,1.2
2012-11-26,Lac Redon,9.2
2012-11-27,Lac Redon,16.7
2012-11-28,Lac Redon,15.2
2012-11-29,Lac Redon,9.6
2012-11-30,Lac Redon,0
2012-12-01,Lac Redon,0
2012-12-02,Lac Redon,12.4
2012-12-03,Lac Redon,15
2012-12-04,Lac Redon,14.1
2012-12-05,Lac Redon,27.6
2012-12-06,Lac Redon,5.3
2012-12-07,Lac Redon,9.4
2012-12-08,Lac Redon,8
2012-12-09,Lac Redon,0
2012-12-10,Lac Redon,0
2012-12-11,Lac Redon,0
2012-12-12,Lac Redon,0
2012-12-13,Lac Redon,0.6
2012-12-14,Lac Redon,1.5
2012-12-15,Lac Redon,2.5
2012-12-16,Lac Redon,2
2012-12-17,Lac Redon,2.7
2012-12-18,Lac Redon,0
2012-12-19,Lac Redon,0
2012-12-20,Lac Redon,0.9
2012-12-21,Lac Redon,4.2
2012-12-22,Lac Redon,0
2012-12-23,Lac Redon,0
2012-12-24,Lac Redon,0
2012-12-25,Lac Redon,0.3
2012-12-26,Lac Redon,4.7
2012-12-27,Lac Redon,0
2012-12-28,Lac Redon,0.3
2012-12-29,Lac Redon,3.4
2012-12-30,Lac Redon,0
2012-12-31,Lac Redon,0
2013-01-01,Lac Redon,13.1
2013-01-02,Lac Redon,9
2013-01-03,Lac Redon,0
2013-01-04,Lac Redon,0
2013-01-05,Lac Redon,0
2013-01-06,Lac Redon,0
2013-01-07,Lac Redon,0
2013-01-08,Lac Redon,0
2013-01-09,Lac Redon,0
2013-01-10,Lac Redon,12.5
2013-01-11,Lac Redon,0
2013-01-12,Lac Redon,0.3
2013-01-13,Lac Redon,26.1
2013-01-14,Lac Redon,26.5
2013-01-15,Lac Redon,46.3
2013-01-16,Lac Redon,28.1
2013-01-17,Lac Redon,8
2013-01-18,Lac Redon,19.9
2013-01-19,Lac Redon,18.5
2013-01-20,Lac Redon,12.2
2013-01-21,Lac Redon,6.4
2013-01-22,Lac Redon,0.3
2013-01-23,Lac Redon,8
2013-01-24,Lac Redon,28.1
2013-01-25,Lac Redon,0
2013-01-26,Lac Redon,28.9
2013-01-27,Lac Redon,11.1
2013-01-28,Lac Redon,8.1
2013-01-29,Lac Redon,0
2013-01-30,Lac Redon,0
2013-01-31,Lac Redon,0
2013-02-01,Lac Redon,3.7
2013-02-02,Lac Redon,27.5
2013-02-03,Lac Redon,1.7
2013-02-04,Lac Redon,7
2013-02-05,Lac Redon,13.6
2013-02-06,Lac Redon,27.4
2013-02-07,Lac Redon,6.5
2013-02-08,Lac Redon,16.9
2013-02-09,Lac Redon,13.7
2013-02-10,Lac Redon,5.6
2013-02-11,Lac Redon,10.6
2013-02-12,Lac Redon,13.1
2013-02-13,Lac Redon,9.8
2013-02-14,Lac Redon,19.5
2013-02-15,Lac Redon,2.7
2013-02-16,Lac Redon,0
2013-02-17,Lac Redon,0
2013-02-18,Lac Redon,0
2013-02-19,Lac Redon,0
2013-02-20,Lac Redon,0
2013-02-21,Lac Redon,2.2
2013-02-22,Lac Redon,1.5
2013-02-23,Lac Redon,1.3
2013-02-24,Lac Redon,9.4
2013-02-25,Lac Redon,6.9
2013-02-26,Lac Redon,0
2013-02-27,Lac Redon,0
2013-02-28,Lac Redon,0
2013-03-01,Lac Redon,2.6
2013-03-02,Lac Redon,0
2013-03-03,Lac Redon,0
2013-03-04,Lac Redon,1.7
2013-03-05,Lac Redon,9.3
2013-03-06,Lac Redon,5.8
2013-03-07,Lac Redon,9.3
2013-03-08,Lac Redon,5.4
2013-03-09,Lac Redon,2.2
2013-03-10,Lac Redon,0.3
2013-03-11,Lac Redon,0.6
2013-03-12,Lac Redon,11.8
2013-03-13,Lac Redon,11.4
2013-03-14,Lac Redon,14.1
2013-03-15,Lac Redon,3
2013-03-16,Lac Redon,0
2013-03-17,Lac Redon,4.7
2013-03-18,Lac Redon,1.2
2013-03-19,Lac Redon,0.6
2013-03-20,Lac Redon,5.9
2013-03-21,Lac Redon,0
2013-03-22,Lac Redon,0.3
2013-03-23,Lac Redon,0.3
2013-03-24,Lac Redon,9.2
2013-03-25,Lac Redon,2.5
2013-03-26,Lac Redon,1.2
2013-03-27,Lac Redon,0.9
2013-03-28,Lac Redon,3.4
2013-03-29,Lac Redon,1.9
2013-03-30,Lac Redon,9.2
2013-03-31,Lac Redon,0
2013-04-01,Lac Redon,9.2
2013-04-02,Lac Redon,4
2013-04-03,Lac Redon,0
2013-04-04,Lac Redon,19.8
2013-04-05,Lac Redon,11.6
2013-04-06,Lac Redon,11.8
2013-04-07,Lac Redon,0
2013-04-08,Lac Redon,0.3
2013-04-09,Lac Redon,0
2013-04-10,Lac Redon,0
2013-04-11,Lac Redon,0.3
2013-04-12,Lac Redon,0
2013-04-13,Lac Redon,0
2013-04-14,Lac Redon,0
2013-04-15,Lac Redon,0
2013-04-16,Lac Redon,0
2013-04-17,Lac Redon,0
2013-04-18,Lac Redon,0
2013-04-19,Lac Redon,25.6
2013-04-20,Lac Redon,0.3
2013-04-21,Lac Redon,0
2013-04-22,Lac Redon,0
2013-04-23,Lac Redon,0
2013-04-24,Lac Redon,0
2013-04-25,Lac Redon,3.5
2013-04-26,Lac Redon,10.9
2013-04-27,Lac Redon,28.3
2013-04-28,Lac Redon,15.4
2013-04-29,Lac Redon,9
2013-04-30,Lac Redon,7
2013-05-01,Lac Redon,0.3
2013-05-02,Lac Redon,3.7
2013-05-03,Lac Redon,0.6
2013-05-04,Lac Redon,0
2013-05-05,Lac Redon,0
2013-05-06,Lac Redon,0
2013-05-07,Lac Redon,0.6
2013-05-08,Lac Redon,2.7
2013-05-09,Lac Redon,9.3
2013-05-10,Lac Redon,1.2
2013-05-11,Lac Redon,0
2013-05-12,Lac Redon,0
2013-05-13,Lac Redon,0
2013-05-14,Lac Redon,4
2013-05-15,Lac Redon,29.5
2013-05-16,Lac Redon,3.5
2013-05-17,Lac Redon,1.6
2013-05-18,Lac Redon,3.7
2013-05-19,Lac Redon,5.4
2013-05-20,Lac Redon,0.6
2013-05-21,Lac Redon,16
2013-05-22,Lac Redon,59.6
2013-05-23,Lac Redon,2.1
2013-05-24,Lac Redon,2.3
2013-05-25,Lac Redon,2
2013-05-26,Lac Redon,0
2013-05-27,Lac Redon,1.2
2013-05-28,Lac Redon,15.9
2013-05-29,Lac Redon,9.2
2013-05-30,Lac Redon,19
2013-05-31,Lac Redon,45.6
2013-06-01,Lac Redon,19.9
2013-06-02,Lac Redon,7.6
2013-06-03,Lac Redon,0
2013-06-04,Lac Redon,0
2013-06-05,Lac Redon,1.7
2013-06-06,Lac Redon,12.2
2013-06-07,Lac Redon,0
2013-06-08,Lac Redon,2.6
2013-06-09,Lac Redon,7.8
2013-06-10,Lac Redon,3.5
2013-06-11,Lac Redon,0
2013-06-12,Lac Redon,0
2013-06-13,Lac Redon,23.9
2013-06-14,Lac Redon,6.2
2013-06-15,Lac Redon,0
2013-06-16,Lac Redon,0
2013-06-17,Lac Redon,9.2
2013-06-18,Lac Redon,44
2013-06-19,Lac Redon,8.7
2013-06-20,Lac Redon,0
2013-06-21,Lac Redon,3.1
2013-06-22,Lac Redon,0
2013-06-23,Lac Redon,0.6
2013-06-24,Lac Redon,0
2013-06-25,Lac Redon,0
2013-06-26,Lac Redon,0
2013-06-27,Lac Redon,0
2013-06-28,Lac Redon,1.3
2013-06-29,Lac Redon,0
2013-06-30,Lac Redon,0
2012-01-01,Llanos Hospital,14.86640093
2012-01-02,Llanos Hospital,1.263335888
2012-01-03,Llanos Hospital,0
2012-01-04,Llanos Hospital,1.651236681
2012-01-05,Llanos Hospital,0
2012-01-06,Llanos Hospital,0
2012-01-07,Llanos Hospital,4.238513409
2012-01-08,Llanos Hospital,0
2012-01-09,Llanos Hospital,0
2012-01-10,Llanos Hospital,0
2012-01-11,Llanos Hospital,0
2012-01-12,Llanos Hospital,0
2012-01-13,Llanos Hospital,0
2012-01-14,Llanos Hospital,0
2012-01-15,Llanos Hospital,0
2012-01-16,Llanos Hospital,0
2012-01-17,Llanos Hospital,0
2012-01-18,Llanos Hospital,0
2012-01-19,Llanos Hospital,2.189515461
2012-01-20,Llanos Hospital,0
2012-01-21,Llanos Hospital,13.39122913
2012-01-22,Llanos Hospital,2.638357692
2012-01-23,Llanos Hospital,0
2012-01-24,Llanos Hospital,0
2012-01-25,Llanos Hospital,0
2012-01-26,Llanos Hospital,0.419021351
2012-01-27,Llanos Hospital,0.551695401
2012-01-28,Llanos Hospital,0
2012-01-29,Llanos Hospital,0
2012-01-30,Llanos Hospital,0
2012-01-31,Llanos Hospital,0
2012-02-01,Llanos Hospital,0
2012-02-02,Llanos Hospital,0
2012-02-03,Llanos Hospital,3.436131686
2012-02-04,Llanos Hospital,0
2012-02-05,Llanos Hospital,9.591534956
2012-02-06,Llanos Hospital,0
2012-02-07,Llanos Hospital,4.196223187
2012-02-08,Llanos Hospital,0
2012-02-09,Llanos Hospital,0
2012-02-10,Llanos Hospital,0
2012-02-11,Llanos Hospital,0
2012-02-12,Llanos Hospital,0
2012-02-13,Llanos Hospital,0
2012-02-14,Llanos Hospital,10.49624434
2012-02-15,Llanos Hospital,0
2012-02-16,Llanos Hospital,0
2012-02-17,Llanos Hospital,0
2012-02-18,Llanos Hospital,0
2012-02-19,Llanos Hospital,0
2012-02-20,Llanos Hospital,0
2012-02-21,Llanos Hospital,0
2012-02-22,Llanos Hospital,0
2012-02-23,Llanos Hospital,0
2012-02-24,Llanos Hospital,0
2012-02-25,Llanos Hospital,4.937134553
2012-02-26,Llanos Hospital,0
2012-02-27,Llanos Hospital,0
2012-02-28,Llanos Hospital,0
2012-02-29,Llanos Hospital,0.2
2012-03-01,Llanos Hospital,0.2
2012-03-02,Llanos Hospital,3.067554209
2012-03-03,Llanos Hospital,10.93114983
2012-03-04,Llanos Hospital,12.3392419
2012-03-05,Llanos Hospital,0
2012-03-06,Llanos Hospital,0
2012-03-07,Llanos Hospital,3.150198386
2012-03-08,Llanos Hospital,0
2012-03-09,Llanos Hospital,0
2012-03-10,Llanos Hospital,0
2012-03-11,Llanos Hospital,0
2012-03-12,Llanos Hospital,0
2012-03-13,Llanos Hospital,0
2012-03-14,Llanos Hospital,0
2012-03-15,Llanos Hospital,0
2012-03-16,Llanos Hospital,1.021764179
2012-03-17,Llanos Hospital,0.31305108
2012-03-18,Llanos Hospital,0
2012-03-19,Llanos Hospital,0
2012-03-20,Llanos Hospital,2.182511145
2012-03-21,Llanos Hospital,67.08944711
2012-03-22,Llanos Hospital,0.203720259
2012-03-23,Llanos Hospital,0
2012-03-24,Llanos Hospital,0
2012-03-25,Llanos Hospital,0
2012-03-26,Llanos Hospital,0
2012-03-27,Llanos Hospital,0
2012-03-28,Llanos Hospital,0
2012-03-29,Llanos Hospital,0
2012-03-30,Llanos Hospital,0
2012-03-31,Llanos Hospital,0
2012-04-01,Llanos Hospital,5.717658031
2012-04-02,Llanos Hospital,1.835679277
2012-04-03,Llanos Hospital,2.486733015
2012-04-04,Llanos Hospital,0
2012-04-05,Llanos Hospital,2.387631486
2012-04-06,Llanos Hospital,2.198636015
2012-04-07,Llanos Hospital,1.110650911
2012-04-08,Llanos Hospital,0
2012-04-09,Llanos Hospital,10.8414316
2012-04-10,Llanos Hospital,29.88045416
2012-04-11,Llanos Hospital,0
2012-04-12,Llanos Hospital,10.00976667
2012-04-13,Llanos Hospital,0
2012-04-14,Llanos Hospital,23.41437866
2012-04-15,Llanos Hospital,16.00862792
2012-04-16,Llanos Hospital,0.415505755
2012-04-17,Llanos Hospital,2.380393207
2012-04-18,Llanos Hospital,12.33750997
2012-04-19,Llanos Hospital,0.4
2012-04-20,Llanos Hospital,0
2012-04-21,Llanos Hospital,0.512236224
2012-04-22,Llanos Hospital,29.18788216
2012-04-23,Llanos Hospital,1.540795937
2012-04-24,Llanos Hospital,3.043102272
2012-04-25,Llanos Hospital,9.783316763
2012-04-26,Llanos Hospital,2.601981648
2012-04-27,Llanos Hospital,27.76770318
2012-04-28,Llanos Hospital,27.46374024
2012-04-29,Llanos Hospital,43.04234633
2012-04-30,Llanos Hospital,18.90075174
2012-05-01,Llanos Hospital,8.931145943
2012-05-02,Llanos Hospital,0
2012-05-03,Llanos Hospital,7.390003165
2012-05-04,Llanos Hospital,10.96904723
2012-05-05,Llanos Hospital,2.086163512
2012-05-06,Llanos Hospital,0.2
2012-05-07,Llanos Hospital,3.852269396
2012-05-08,Llanos Hospital,8.901244311
2012-05-09,Llanos Hospital,0.575035355
2012-05-10,Llanos Hospital,0
2012-05-11,Llanos Hospital,0.342373949
2012-05-12,Llanos Hospital,0
2012-05-13,Llanos Hospital,3.138790604
2012-05-14,Llanos Hospital,0
2012-05-15,Llanos Hospital,0
2012-05-16,Llanos Hospital,0.1
2012-05-17,Llanos Hospital,20.95797855
2012-05-18,Llanos Hospital,0
2012-05-19,Llanos Hospital,13.88822721
2012-05-20,Llanos Hospital,17.29126372
2012-05-21,Llanos Hospital,5.582562033
2012-05-22,Llanos Hospital,0.366672552
2012-05-23,Llanos Hospital,0
2012-05-24,Llanos Hospital,0
2012-05-25,Llanos Hospital,0.3
2012-05-26,Llanos Hospital,0.105633553
2012-05-27,Llanos Hospital,3.776457761
2012-05-28,Llanos Hospital,3.345943455
2012-05-29,Llanos Hospital,16.92072053
2012-05-30,Llanos Hospital,0.687791688
2012-05-31,Llanos Hospital,0.4
2012-06-01,Llanos Hospital,19.4489908
2012-06-02,Llanos Hospital,18.77452988
2012-06-03,Llanos Hospital,8.377069056
2012-06-04,Llanos Hospital,0.3
2012-06-05,Llanos Hospital,0.410294264
2012-06-06,Llanos Hospital,0.434185494
2012-06-07,Llanos Hospital,21.92836393
2012-06-08,Llanos Hospital,0
2012-06-09,Llanos Hospital,0.4
2012-06-10,Llanos Hospital,0.1
2012-06-11,Llanos Hospital,0.975552716
2012-06-12,Llanos Hospital,0
2012-06-13,Llanos Hospital,0.279743642
2012-06-14,Llanos Hospital,0
2012-06-15,Llanos Hospital,0
2012-06-16,Llanos Hospital,0
2012-06-17,Llanos Hospital,0
2012-06-18,Llanos Hospital,7.319877853
2012-06-19,Llanos Hospital,43.53933063
2012-06-20,Llanos Hospital,0.1
2012-06-21,Llanos Hospital,0
2012-06-22,Llanos Hospital,0
2012-06-23,Llanos Hospital,0
2012-06-24,Llanos Hospital,0
2012-06-25,Llanos Hospital,0
2012-06-26,Llanos Hospital,0.204891055
2012-06-27,Llanos Hospital,10.49899427
2012-06-28,Llanos Hospital,0
2012-06-29,Llanos Hospital,0
2012-06-30,Llanos Hospital,3.348252726
2012-07-01,Llanos Hospital,3.084675483
2012-07-02,Llanos Hospital,0
2012-07-03,Llanos Hospital,0
2012-07-04,Llanos Hospital,60.23475107
2012-07-05,Llanos Hospital,4.338299438
2012-07-06,Llanos Hospital,0
2012-07-07,Llanos Hospital,0.4
2012-07-08,Llanos Hospital,0
2012-07-09,Llanos Hospital,0
2012-07-10,Llanos Hospital,0
2012-07-11,Llanos Hospital,0
2012-07-12,Llanos Hospital,0
2012-07-13,Llanos Hospital,0
2012-07-14,Llanos Hospital,0
2012-07-15,Llanos Hospital,0
2012-07-16,Llanos Hospital,0
2012-07-17,Llanos Hospital,0
2012-07-18,Llanos Hospital,0
2012-07-19,Llanos Hospital,0
2012-07-20,Llanos Hospital,0
2012-07-21,Llanos Hospital,0.4
2012-07-22,Llanos Hospital,0
2012-07-23,Llanos Hospital,0
2012-07-24,Llanos Hospital,0
2012-07-25,Llanos Hospital,0
2012-07-26,Llanos Hospital,0.200960881
2012-07-27,Llanos Hospital,6.227993069
2012-07-28,Llanos Hospital,7.679352591
2012-07-29,Llanos Hospital,0
2012-07-30,Llanos Hospital,0
2012-07-31,Llanos Hospital,0
2012-08-01,Llanos Hospital,0
2012-08-02,Llanos Hospital,0
2012-08-03,Llanos Hospital,0
2012-08-04,Llanos Hospital,9.973351846
2012-08-05,Llanos Hospital,41.46689506
2012-08-06,Llanos Hospital,0
2012-08-07,Llanos Hospital,0
2012-08-08,Llanos Hospital,0
2012-08-09,Llanos Hospital,0
2012-08-10,Llanos Hospital,0
2012-08-11,Llanos Hospital,0
2012-08-12,Llanos Hospital,0
2012-08-13,Llanos Hospital,0
2012-08-14,Llanos Hospital,0
2012-08-15,Llanos Hospital,0
2012-08-16,Llanos Hospital,0
2012-08-17,Llanos Hospital,0
2012-08-18,Llanos Hospital,0
2012-08-19,Llanos Hospital,0
2012-08-20,Llanos Hospital,0
2012-08-21,Llanos Hospital,0
2012-08-22,Llanos Hospital,0
2012-08-23,Llanos Hospital,0.947863421
2012-08-24,Llanos Hospital,0
2012-08-25,Llanos Hospital,0
2012-08-26,Llanos Hospital,0
2012-08-27,Llanos Hospital,38.98207521
2012-08-28,Llanos Hospital,2.741104276
2012-08-29,Llanos Hospital,24.34084595
2012-08-30,Llanos Hospital,9.359485055
2012-08-31,Llanos Hospital,0
2012-09-01,Llanos Hospital,0
2012-09-02,Llanos Hospital,0
2012-09-03,Llanos Hospital,0
2012-09-04,Llanos Hospital,0
2012-09-05,Llanos Hospital,0
2012-09-06,Llanos Hospital,0
2012-09-07,Llanos Hospital,0
2012-09-08,Llanos Hospital,8.585839798
2012-09-09,Llanos Hospital,12.94357617
2012-09-10,Llanos Hospital,20.00186954
2012-09-11,Llanos Hospital,0
2012-09-12,Llanos Hospital,0
2012-09-13,Llanos Hospital,0
2012-09-14,Llanos Hospital,0
2012-09-15,Llanos Hospital,0
2012-09-16,Llanos Hospital,0
2012-09-17,Llanos Hospital,0.4
2012-09-18,Llanos Hospital,16.19090417
2012-09-19,Llanos Hospital,0
2012-09-20,Llanos Hospital,0
2012-09-21,Llanos Hospital,0
2012-09-22,Llanos Hospital,0.180148025
2012-09-23,Llanos Hospital,12.70036795
2012-09-24,Llanos Hospital,4.331223733
2012-09-25,Llanos Hospital,1.849466681
2012-09-26,Llanos Hospital,10.97552393
2012-09-27,Llanos Hospital,2.254344033
2012-09-28,Llanos Hospital,15.98120107
2012-09-29,Llanos Hospital,0.59856246
2012-09-30,Llanos Hospital,0
2012-10-01,Llanos Hospital,0
2012-10-02,Llanos Hospital,0.364230075
2012-10-03,Llanos Hospital,0
2012-10-04,Llanos Hospital,0
2012-10-05,Llanos Hospital,0.340947519
2012-10-06,Llanos Hospital,0.3
2012-10-07,Llanos Hospital,0
2012-10-08,Llanos Hospital,0
2012-10-09,Llanos Hospital,0
2012-10-10,Llanos Hospital,3.591070469
2012-10-11,Llanos Hospital,29.15509813
2012-10-12,Llanos Hospital,0.338598791
2012-10-13,Llanos Hospital,0
2012-10-14,Llanos Hospital,15.22238925
2012-10-15,Llanos Hospital,0
2012-10-16,Llanos Hospital,9.445669298
2012-10-17,Llanos Hospital,0.95420072
2012-10-18,Llanos Hospital,41.93166153
2012-10-19,Llanos Hospital,91.50968948
2012-10-20,Llanos Hospital,10.30307646
2012-10-21,Llanos Hospital,6.365808845
2012-10-22,Llanos Hospital,0
2012-10-23,Llanos Hospital,0
2012-10-24,Llanos Hospital,2.483335256
2012-10-25,Llanos Hospital,15.65978611
2012-10-26,Llanos Hospital,21.11355966
2012-10-27,Llanos Hospital,1.252646427
2012-10-28,Llanos Hospital,0.435209568
2012-10-29,Llanos Hospital,0
2012-10-30,Llanos Hospital,1.235219595
2012-10-31,Llanos Hospital,0
2012-11-01,Llanos Hospital,0
2012-11-02,Llanos Hospital,0.788686426
2012-11-03,Llanos Hospital,0.827821929
2012-11-04,Llanos Hospital,7.97597314
2012-11-05,Llanos Hospital,0
2012-11-06,Llanos Hospital,0
2012-11-07,Llanos Hospital,0
2012-11-08,Llanos Hospital,0.770738843
2012-11-09,Llanos Hospital,8.747059366
2012-11-10,Llanos Hospital,17.08967877
2012-11-11,Llanos Hospital,5.226999844
2012-11-12,Llanos Hospital,0
2012-11-13,Llanos Hospital,0
2012-11-14,Llanos Hospital,3.161564209
2012-11-15,Llanos Hospital,0.612022123
2012-11-16,Llanos Hospital,0.3
2012-11-17,Llanos Hospital,3.450845701
2012-11-18,Llanos Hospital,1.332089747
2012-11-19,Llanos Hospital,0
2012-11-20,Llanos Hospital,1.893535919
2012-11-21,Llanos Hospital,9.459506456
2012-11-22,Llanos Hospital,0
2012-11-23,Llanos Hospital,4.345083971
2012-11-24,Llanos Hospital,14.85513466
2012-11-25,Llanos Hospital,6.468874304
2012-11-26,Llanos Hospital,6.878325494
2012-11-27,Llanos Hospital,0
2012-11-28,Llanos Hospital,6.264654097
2012-11-29,Llanos Hospital,20.09366276
2012-11-30,Llanos Hospital,0
2012-12-01,Llanos Hospital,0
2012-12-02,Llanos Hospital,2.924915961
2012-12-03,Llanos Hospital,2.12004656
2012-12-04,Llanos Hospital,10.90101728
2012-12-05,Llanos Hospital,0
2012-12-06,Llanos Hospital,0
2012-12-07,Llanos Hospital,0
2012-12-08,Llanos Hospital,0
2012-12-09,Llanos Hospital,0
2012-12-10,Llanos Hospital,0
2012-12-11,Llanos Hospital,0
2012-12-12,Llanos Hospital,0.3
2012-12-13,Llanos Hospital,13.19075658
2012-12-14,Llanos Hospital,33.0934874
2012-12-15,Llanos Hospital,7.396171092
2012-12-16,Llanos Hospital,1.448400851
2012-12-17,Llanos Hospital,0
2012-12-18,Llanos Hospital,7.148220059
2012-12-19,Llanos Hospital,12.9856484
2012-12-20,Llanos Hospital,20.82112658
2012-12-21,Llanos Hospital,1.344494236
2012-12-22,Llanos Hospital,3.231121587
2012-12-23,Llanos Hospital,0
2012-12-24,Llanos Hospital,0.448059005
2012-12-25,Llanos Hospital,1.14388383
2012-12-26,Llanos Hospital,0
2012-12-27,Llanos Hospital,0.44116224
2012-12-28,Llanos Hospital,4.28612712
2012-12-29,Llanos Hospital,0
2012-12-30,Llanos Hospital,0
2012-12-31,Llanos Hospital,4.699819022
2013-01-01,Llanos Hospital,0.738727014
2013-01-02,Llanos Hospital,0
2013-01-03,Llanos Hospital,0
2013-01-04,Llanos Hospital,3.041868413
2013-01-05,Llanos Hospital,0
2013-01-06,Llanos Hospital,0
2013-01-07,Llanos Hospital,0
2013-01-08,Llanos Hospital,0
2013-01-09,Llanos Hospital,0.409164329
2013-01-10,Llanos Hospital,0.565311403
2013-01-11,Llanos Hospital,0
2013-01-12,Llanos Hospital,0.2
2013-01-13,Llanos Hospital,46.93134854
2013-01-14,Llanos Hospital,23.54546356
2013-01-15,Llanos Hospital,44.31324952
2013-01-16,Llanos Hospital,7.048336058
2013-01-17,Llanos Hospital,0.2
2013-01-18,Llanos Hospital,22.9550543
2013-01-19,Llanos Hospital,69.74544512
2013-01-20,Llanos Hospital,0.790338676
2013-01-21,Llanos Hospital,0
2013-01-22,Llanos Hospital,31.76644241
